Student_ID,Name,Father_Name,Mother_Name,Age,Gender,Class,Section,Roll_Number,City,State,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Screen_Time_Hours,Internet_Access,Owns_Smartphone,Tuition,Family_Income_Level,Parents_Education,Number_of_Siblings,Favourite_Subject,Least_Favourite_Subject,Favourite_Game,Favourite_Food,Food_Type,Career_Goal,Transportation_Mode,Skill_1,Skill_2,Participation_Activity,Sports_Participation,Library_Visits_Per_Month,Assignments_Completed,Projects_Completed,Homework_Submission_Rate,Discipline_Record,Stress_Level,Mental_Wellbeing_Score,Peer_Interaction_Score,Teacher_Feedback,Maths_Marks,Science_Marks,English_Marks,Hindi_Marks,Social_Science_Marks,Computer_Marks,Overall_Percentage,Result,Performance_Level
STU12463,Nitara Sabharwal,Aniruddh Dora,Nishith Chad,16.0,Female,,B,42.0,Bhopal,Telangana,76.48,5.5,4.3,1.9,,,No,,Graduate,4.0,,Science,Kabaddi,Paneer,Vegan,IAS,,Graphic Design,Python,Quiz Competition,No,18.0,11.0,5.0,66.29,Poor,High,5.0,2.0,Average,46.0,73.0,52.0,47.0,97.0,94.0,68.17,Fail,Average
STU12464,Emir Khalsa,Samaira Shroff,Yasmin Som,15.0,Male,12th,A,54.0,Indore,Rajasthan,95.11,5.1,9.4,,No,Yes,Yes,Low,Secondary,0.0,English,Maths,Cricket,,Vegetarian,Athlete,,Public Speaking,Critical Thinking,Coding Club,Yes,19.0,,,,,Low,4.0,8.0,Average,62.0,,48.0,95.0,85.0,87.0,69.5,Pass,Average
STU12465,Tarini Varghese,Siya Korpal,Tara Gill,18.0,,,C,5.0,Patna,Telangana,72.47,2.4,7.6,4.2,No,No,Yes,High,Graduate,5.0,Maths,Maths,,Dosa,Vegan,Artist,Walking,Creativity,Teamwork,Science Fair,No,,3.0,2.0,,Poor,Low,1.0,6.0,Average,63.0,60.0,80.0,78.0,62.0,84.0,71.17,Fail,Good
STU12466,Mannat Ratta,Ryan Singh,Inaaya  Sem,18.0,Female,12th,A,46.0,Pune,Uttar Pradesh,61.91,3.2,9.9,4.8,No,No,No,High,Graduate,5.0,Hindi,Maths,Basketball,Pizza,Vegan,Doctor,Walking,Leadership,Critical Thinking,NCC,No,6.0,5.0,2.0,57.52,Poor,High,1.0,5.0,Excellent,60.0,85.0,52.0,,43.0,,52.5,Pass,Average
STU12467,Tarini Chadha,,Kabir Krishna,14.0,Male,9th,A,45.0,Pune,Rajasthan,53.14,1.5,4.0,4.2,No,No,Yes,High,Post Graduate,2.0,Hindi,Maths,Volleyball,Pasta,Non-Vegetarian,Scientist,Cycle,Leadership,,Sports Club,Yes,18.0,0.0,7.0,40.97,Good,Medium,,3.0,Excellent,63.0,93.0,98.0,83.0,40.0,37.0,69.0,,Average
STU12468,Kanav Gill,Hrishita D’Alia,Ishita Samra,16.0,Male,10th,C,54.0,Jaipur,Telangana,96.44,4.0,9.5,5.1,No,Yes,No,Medium,,2.0,Hindi,,Chess,Burger,Vegan,Scientist,Cycle,Creativity,Python,Drama,Yes,2.0,21.0,5.0,73.18,Poor,High,2.0,9.0,Needs Improvement,80.0,60.0,70.0,95.0,38.0,71.0,69.0,,Average
STU12469,Darshit Zacharia,Devansh Kala,Kiaan Dhillon,14.0,Male,,,43.0,Jaipur,Telangana,67.56,3.5,4.7,3.2,No,Yes,No,Medium,Post Graduate,0.0,English,Hindi,Badminton,Biryani,Non-Vegetarian,Scientist,Bus,Creativity,Public Speaking,Coding Club,Yes,17.0,13.0,8.0,42.55,,Medium,4.0,7.0,Needs Improvement,90.0,52.0,,82.0,41.0,75.0,62.83,Pass,
,Indranil Kara,Aniruddh Rau,Anahita Handa,11.0,Male,7th,,37.0,Lucknow,Telangana,80.38,7.9,8.2,6.9,No,No,Yes,Medium,Primary,1.0,Science,Social Science,Badminton,Pizza,Vegan,Engineer,Cycle,Python,Graphic Design,Coding Club,No,6.0,3.0,6.0,88.73,Poor,Low,9.0,10.0,Needs Improvement,57.0,74.0,42.0,91.0,45.0,43.0,58.67,Pass,Average
STU12471,Tiya Roy,Anahi Venkatesh,Ishita Sandal,7.0,Male,,C,59.0,,Gujarat,81.02,,5.8,4.2,No,Yes,No,High,Primary,5.0,Maths,Computer,,Pizza,Vegetarian,Doctor,Auto,Problem Solving,Graphic Design,Sports Club,No,12.0,19.0,11.0,,Good,Low,,8.0,Needs Improvement,88.0,94.0,92.0,,78.0,48.0,73.33,Pass,
STU12472,Stuvan Barad,Drishya Lad,Romil Kurian,14.0,Male,7th,C,1.0,Bhopal,Maharashtra,99.21,1.6,6.1,4.8,Yes,No,Yes,Medium,Primary,1.0,Science,English,,Burger,,Artist,Auto,Video Editing,Creativity,NCC,No,2.0,17.0,7.0,44.39,Average,,7.0,7.0,Needs Improvement,91.0,67.0,39.0,73.0,50.0,,62.17,Pass,Average
STU12473,Nayantara Bhat,Dhanuk Soni,Anahita Deshmukh,8.0,Female,7th,D,48.0,Ahmedabad,Telangana,57.89,6.5,6.9,5.3,No,Yes,No,,Secondary,4.0,Social Science,Hindi,Basketball,Pasta,Vegetarian,Artist,Cycle,Video Editing,Critical Thinking,Debate Club,Yes,,9.0,3.0,47.56,Good,High,3.0,9.0,Good,48.0,94.0,58.0,48.0,94.0,84.0,71.0,Pass,Good
STU12474,Tiya Ranganathan,Rania Dani,Darshit Hayre,10.0,Male,2nd,B,52.0,Patna,Gujarat,77.34,6.6,4.7,3.7,No,,Yes,Low,Graduate,2.0,English,Hindi,Chess,Dosa,Vegan,Scientist,Bus,,Communication,Debate Club,Yes,14.0,18.0,9.0,58.36,Poor,Medium,5.0,1.0,Needs Improvement,,55.0,63.0,44.0,92.0,95.0,70.33,Pass,Good
STU12475,Aaryahi Kade,Keya Aurora,Fateh Jayaraman,,Male,4th,A,38.0,,Rajasthan,62.04,6.2,9.0,4.2,Yes,No,Yes,High,Secondary,0.0,English,Science,Hockey,Paneer,,Scientist,Bus,Graphic Design,Video Editing,Sports Club,No,10.0,17.0,7.0,65.45,Average,,7.0,5.0,Average,39.0,72.0,92.0,42.0,91.0,85.0,70.17,Fail,Good
STU12476,Rhea Sathe,Saira Bakshi,Divyansh Lala,12.0,Female,1st,B,45.0,Bhopal,Telangana,83.46,3.5,5.7,1.2,Yes,No,No,,Post Graduate,1.0,Social Science,Hindi,Kabaddi,Pizza,Vegetarian,Business,Cycle,Critical Thinking,Leadership,NCC,No,5.0,0.0,,,Good,Medium,6.0,8.0,,89.0,65.0,57.0,43.0,47.0,87.0,64.67,Fail,Average
,Ira Kunda,Akarsh Dua,Sumer Dar,10.0,Female,1st,B,28.0,Ahmedabad,Rajasthan,79.7,1.2,9.7,6.8,Yes,No,Yes,High,Post Graduate,0.0,Computer,Hindi,Chess,Biryani,Vegetarian,IAS,Cycle,,Graphic Design,NCC,Yes,12.0,9.0,9.0,65.35,Average,Low,8.0,1.0,,,63.0,89.0,76.0,,95.0,83.67,Pass,Good
STU12478,Dhanuk Bains,Shayak Walla,Shray Vohra,8.0,Female,5th,D,55.0,Mumbai,Rajasthan,54.37,4.9,7.1,3.2,No,No,Yes,High,Secondary,4.0,Social Science,English,Athletics,Pizza,Vegan,Business,Auto,Python,Critical Thinking,Coding Club,No,,3.0,2.0,77.21,Good,,,7.0,Needs Improvement,47.0,83.0,38.0,88.0,46.0,62.0,,Pass,Average
STU12479,Veer Choudhury,Farhan Kant,Divij Brar,13.0,Male,12th,,17.0,Mumbai,Telangana,59.22,5.3,5.6,1.4,Yes,Yes,No,High,Graduate,3.0,Hindi,Hindi,Chess,Biryani,,Artist,Walking,Communication,Teamwork,Quiz Competition,No,2.0,20.0,0.0,69.77,Average,Medium,4.0,6.0,Average,92.0,92.0,42.0,96.0,99.0,99.0,86.67,Pass,Excellent
STU12480,Nitya Edwin,Samar Gupta,Aradhya Shere,12.0,Female,3rd,A,31.0,Hyderabad,Gujarat,84.08,,6.6,9.9,Yes,Yes,No,Medium,Secondary,4.0,English,English,Tennis,Dosa,Vegan,Artist,Private Vehicle,Leadership,Python,Art Club,Yes,16.0,13.0,11.0,66.44,Poor,,5.0,2.0,Average,,87.0,48.0,38.0,70.0,57.0,62.67,Pass,Average
STU12481,Ivan Swamy,Kismat Tripathi,Fateh Chaudry,7.0,Male,1st,B,31.0,Indore,Telangana,66.7,6.7,4.4,,No,No,Yes,High,Post Graduate,0.0,Computer,English,Tennis,Dosa,Vegetarian,IAS,Walking,Graphic Design,Problem Solving,Quiz Competition,Yes,0.0,5.0,5.0,44.47,,High,5.0,3.0,Needs Improvement,42.0,52.0,42.0,70.0,43.0,,56.83,Pass,Average
STU12482,Aradhya Madan,Kabir Saran,Anay Badami,9.0,Female,3rd,D,,Hyderabad,Rajasthan,68.17,2.5,9.4,5.7,No,No,No,,Primary,3.0,English,Hindi,Kabaddi,Pizza,Non-Vegetarian,Athlete,,Python,Python,Science Fair,No,0.0,6.0,4.0,49.35,Poor,Low,2.0,,Good,81.0,86.0,89.0,70.0,50.0,94.0,78.33,Pass,Good
,Tushar Ramaswamy,Dhanush Ganguly,Kismat Deep,14.0,Female,9th,B,,Jaipur,,94.19,3.1,6.0,6.7,Yes,Yes,No,Medium,Post Graduate,4.0,Science,Hindi,Tennis,Dosa,Non-Vegetarian,Artist,Cycle,Public Speaking,Creativity,NCC,Yes,17.0,24.0,2.0,57.99,Poor,High,3.0,8.0,Good,54.0,84.0,,39.0,42.0,53.0,53.83,Pass,
,Sara Kant,Parinaaz Dhillon,Pihu Bali,15.0,Female,12th,A,54.0,Mumbai,,97.55,3.0,4.5,7.3,Yes,No,Yes,Low,Primary,1.0,Computer,Computer,Hockey,Biryani,Vegan,Business,Walking,Communication,Creativity,Drama,Yes,14.0,13.0,4.0,63.51,Good,High,5.0,,Good,86.0,61.0,59.0,76.0,39.0,,69.17,Fail,Average
STU12485,Yuvraj  Ray,Miraan Sunder,Kismat Wagle,,Male,5th,C,57.0,Mumbai,Uttar Pradesh,67.72,3.4,4.7,,No,Yes,Yes,Low,Post Graduate,3.0,Maths,Computer,Chess,Biryani,,Athlete,Bus,Public Speaking,Problem Solving,Sports Club,,,4.0,6.0,51.25,Average,Medium,4.0,10.0,Excellent,47.0,80.0,84.0,47.0,52.0,47.0,59.5,Pass,Average
STU12486,,Badal Soni,Mamooty Mander,16.0,Male,9th,,49.0,Hyderabad,Telangana,94.91,3.5,6.4,7.0,,No,Yes,Medium,Graduate,,English,Maths,Football,Dosa,Vegetarian,Scientist,Private Vehicle,Critical Thinking,Critical Thinking,Drama,Yes,20.0,21.0,4.0,72.85,Average,High,3.0,7.0,Excellent,,65.0,90.0,78.0,69.0,91.0,71.83,Pass,Good
STU12487,Taran Sekhon,Tara Desai,Eshani Sethi,,Female,6th,C,58.0,Indore,Maharashtra,62.99,6.8,6.9,9.6,No,Yes,No,Medium,Secondary,3.0,Maths,Maths,Basketball,Pizza,Vegan,Scientist,Auto,Graphic Design,Public Speaking,Science Fair,Yes,12.0,25.0,11.0,59.88,Good,High,6.0,4.0,Good,74.0,38.0,75.0,87.0,,58.0,63.67,Fail,Average
STU12488,Parinaaz Dube,Saira Comar,Raunak Suri,17.0,Male,7th,D,48.0,Pune,Gujarat,62.95,3.0,4.1,1.2,Yes,Yes,,Low,Primary,0.0,Hindi,Maths,Hockey,Biryani,Vegetarian,Business,Bus,Python,Problem Solving,Coding Club,Yes,14.0,11.0,1.0,57.47,Average,,8.0,5.0,Good,44.0,61.0,90.0,84.0,59.0,93.0,71.83,Fail,Good
STU12489,Zaina Anne,Shanaya Wagle,Misha Jain,15.0,Female,6th,D,54.0,Patna,Madhya Pradesh,,3.9,7.6,4.6,No,Yes,Yes,High,Graduate,2.0,,Science,Chess,Dosa,Non-Vegetarian,Doctor,Auto,Public Speaking,Critical Thinking,,Yes,13.0,20.0,10.0,72.84,Average,,,8.0,Needs Improvement,62.0,79.0,84.0,62.0,48.0,55.0,65.0,Pass,Average
STU12490,Kartik Kade,Jiya Hayre,Himmat Sharma,13.0,Female,8th,A,26.0,,Rajasthan,65.45,2.9,4.5,6.6,No,No,Yes,Medium,Secondary,4.0,Social Science,Social Science,Volleyball,Paneer,Vegan,Artist,Bus,Video Editing,Communication,Music,,20.0,6.0,8.0,77.79,Average,Low,10.0,8.0,Needs Improvement,45.0,90.0,76.0,,89.0,,74.0,Pass,Good
,Kiaan Kata,Kashvi Buch,Ela Roy,11.0,Female,12th,C,46.0,Delhi,Rajasthan,92.85,1.6,5.4,7.0,Yes,Yes,Yes,Medium,Graduate,2.0,,English,Volleyball,Biryani,Non-Vegetarian,Artist,,Python,Python,Science Fair,Yes,5.0,18.0,1.0,76.45,Average,Low,,1.0,Average,40.0,35.0,98.0,92.0,91.0,54.0,68.33,Pass,Average
STU12492,Dharmajan Master,Vihaan Dhaliwal,Tejas Mani,15.0,,12th,D,53.0,Indore,Telangana,85.97,3.0,5.1,2.7,Yes,No,Yes,Low,Post Graduate,1.0,Hindi,English,Cricket,Burger,Vegan,,Cycle,Problem Solving,Python,Debate Club,No,16.0,20.0,4.0,48.99,Good,High,4.0,4.0,,57.0,60.0,86.0,83.0,92.0,93.0,78.5,Fail,Good
STU12493,Faiyaz Hayre,,Anahi Raman,7.0,,8th,D,3.0,Mumbai,Uttar Pradesh,88.11,2.6,4.3,3.9,No,No,Yes,Medium,Post Graduate,0.0,Social Science,Science,Athletics,Burger,Vegan,,Bus,Communication,Video Editing,Sports Club,Yes,20.0,16.0,6.0,59.53,Good,Medium,9.0,5.0,Good,35.0,91.0,85.0,95.0,56.0,57.0,69.83,Pass,Average
STU12494,Aarush Rout,Priyansh Master,Sahil Khare,15.0,Male,2nd,B,,Mumbai,Uttar Pradesh,61.83,5.6,5.9,10.0,Yes,No,Yes,,Post Graduate,2.0,Hindi,Maths,,Paneer,Non-Vegetarian,Scientist,Private Vehicle,Leadership,,Art Club,No,,1.0,9.0,63.03,,Medium,10.0,6.0,Excellent,63.0,41.0,44.0,73.0,58.0,61.0,,Fail,Average
STU12495,Umang Dey,Anahita Krish,Taran Raman,10.0,Female,6th,B,24.0,Patna,Maharashtra,60.71,5.6,,5.9,Yes,Yes,Yes,Medium,Post Graduate,4.0,Hindi,Science,Tennis,Paneer,Non-Vegetarian,Doctor,Cycle,Creativity,Creativity,Quiz Competition,Yes,13.0,23.0,4.0,94.78,Average,High,8.0,8.0,Needs Improvement,93.0,45.0,72.0,69.0,,75.0,74.67,Pass,
STU12496,Keya Bhasin,Anahi Chandra,Mannat Bhatt,,Female,5th,B,23.0,,Uttar Pradesh,58.59,3.4,9.3,6.4,Yes,No,Yes,Medium,Secondary,1.0,Computer,Maths,Hockey,Pasta,Vegan,Doctor,Auto,Creativity,Video Editing,NCC,No,15.0,12.0,9.0,84.89,Average,High,4.0,2.0,Average,40.0,63.0,56.0,94.0,88.0,64.0,67.5,,Average
,Rhea Ghosh,,Anahi Sachdeva,17.0,Male,,B,19.0,Indore,Maharashtra,92.94,4.1,8.7,3.2,No,No,No,High,Post Graduate,4.0,Computer,Social Science,Badminton,,Non-Vegetarian,Athlete,Private Vehicle,Public Speaking,Problem Solving,Debate Club,Yes,10.0,,12.0,61.8,Good,Low,7.0,,Average,51.0,69.0,50.0,69.0,88.0,62.0,64.83,Fail,Average
STU12498,Samar Saraf,Kavya Ramakrishnan,Rhea Jani,9.0,Female,7th,C,8.0,Mumbai,Gujarat,89.32,7.8,9.4,9.8,Yes,No,No,High,Post Graduate,1.0,Social Science,Maths,Cricket,Paneer,Vegetarian,Athlete,Auto,Video Editing,Problem Solving,Drama,Yes,,17.0,3.0,99.62,Poor,Medium,2.0,9.0,Good,69.0,72.0,39.0,48.0,99.0,59.0,,Pass,Average
STU12499,Amani Dubey,Shray Kapadia,,7.0,Male,9th,A,2.0,Indore,Telangana,92.78,5.0,8.6,1.4,No,No,No,Medium,Post Graduate,5.0,Social Science,Computer,Badminton,Paneer,Vegetarian,Business,,Leadership,Video Editing,Debate Club,Yes,15.0,23.0,2.0,75.61,Average,High,8.0,1.0,Excellent,36.0,43.0,82.0,41.0,78.0,91.0,61.83,Pass,Average
STU12500,Vihaan Dey,Nishith Bora,Lakshit Dey,14.0,Female,3rd,D,31.0,Bhopal,Uttar Pradesh,,2.2,4.5,2.6,No,No,Yes,Low,Primary,1.0,English,Computer,,Burger,Vegan,Scientist,Auto,Problem Solving,Critical Thinking,Drama,,13.0,,0.0,60.11,Average,Low,2.0,2.0,Needs Improvement,68.0,76.0,,63.0,63.0,100.0,70.67,Pass,Good
,,,Yuvraj  Bir,15.0,Female,9th,D,18.0,Patna,Telangana,59.08,6.1,9.6,1.9,Yes,Yes,No,High,Primary,5.0,Science,Maths,Basketball,Paneer,Vegan,IAS,Walking,Leadership,Python,,Yes,14.0,22.0,3.0,78.21,Average,High,10.0,9.0,Excellent,82.0,100.0,79.0,72.0,,,81.83,Fail,
STU12502,Neysa Vyas,Nirvi Bir,Rati Sarkar,,Male,5th,D,13.0,Pune,Madhya Pradesh,,7.2,7.8,1.7,No,No,Yes,High,Graduate,5.0,Maths,Social Science,Cricket,Pasta,Vegan,Business,Private Vehicle,Problem Solving,Graphic Design,Art Club,Yes,10.0,5.0,6.0,58.27,Poor,High,8.0,9.0,Excellent,79.0,39.0,72.0,,63.0,99.0,,Pass,Average
,Rati Samra,Rasha Sachar,Elakshi Bandi,17.0,Female,,B,56.0,Ahmedabad,Gujarat,51.15,4.7,5.0,4.7,Yes,Yes,,Medium,,0.0,Social Science,,Football,Pizza,Vegan,Scientist,Cycle,Critical Thinking,Communication,NCC,Yes,7.0,9.0,12.0,49.13,Poor,Medium,7.0,,Needs Improvement,61.0,76.0,,50.0,84.0,78.0,64.0,Pass,
STU12504,Jivin Krish,Kismat Aurora,Chirag Date,13.0,Male,9th,A,59.0,Pune,Rajasthan,62.72,4.8,8.2,3.8,No,No,No,Low,Post Graduate,0.0,Computer,,Tennis,Biryani,Vegan,Teacher,Cycle,Communication,Problem Solving,Dance,Yes,15.0,24.0,6.0,56.87,Average,,7.0,8.0,Good,71.0,57.0,82.0,95.0,54.0,88.0,74.5,Pass,Good
STU12505,Shayak Atwal,Rati Bhatti,,14.0,Male,2nd,A,49.0,Patna,Uttar Pradesh,67.46,3.3,7.9,9.7,No,Yes,Yes,High,Secondary,2.0,English,Computer,Cricket,Biryani,Vegan,Teacher,Bus,Problem Solving,Teamwork,Debate Club,No,1.0,21.0,8.0,60.23,Good,Medium,10.0,4.0,Average,55.0,,49.0,71.0,51.0,47.0,60.17,Fail,Average
STU12506,Jiya Manda,Nayantara Khalsa,Shanaya Kapadia,10.0,Female,2nd,B,31.0,Jaipur,Uttar Pradesh,91.44,1.7,9.9,7.2,No,Yes,No,Low,Post Graduate,2.0,English,,Volleyball,Pasta,Non-Vegetarian,Engineer,Auto,Creativity,Leadership,Debate Club,No,15.0,14.0,10.0,72.58,Average,Low,2.0,9.0,Excellent,,62.0,38.0,84.0,60.0,42.0,62.67,Pass,Average
,Tarini Agarwal,Aaryahi Ray,Pranay Devi,7.0,Female,11th,C,52.0,Delhi,,,1.7,6.0,6.2,,No,,Medium,Primary,2.0,Computer,English,Tennis,Dosa,Vegetarian,Teacher,Auto,Python,Teamwork,Coding Club,Yes,10.0,5.0,0.0,59.57,Good,Medium,3.0,8.0,Average,69.0,41.0,40.0,83.0,89.0,71.0,65.5,Fail,Average
,Kashvi Upadhyay,Nitya Rattan,Damini Mand,,,3rd,D,14.0,Hyderabad,Telangana,87.47,2.6,9.4,7.1,Yes,Yes,,High,Graduate,5.0,Science,Computer,Hockey,,Non-Vegetarian,Artist,Walking,,Communication,,Yes,,24.0,10.0,45.46,Average,High,5.0,8.0,Good,,50.0,65.0,47.0,61.0,40.0,50.83,Pass,Average
STU12509,Tiya Gade,Alia Barad,Drishya Dhawan,12.0,Male,3rd,B,34.0,Delhi,Gujarat,93.22,7.5,6.6,2.4,No,Yes,Yes,Medium,Post Graduate,3.0,Hindi,Social Science,Volleyball,Dosa,Vegetarian,Athlete,Cycle,Video Editing,Python,Sports Club,Yes,5.0,14.0,7.0,93.98,Average,Low,10.0,8.0,Excellent,92.0,41.0,45.0,36.0,,,64.5,Fail,Average
STU12510,Armaan Mann,Mohanlal Yadav,Riya Buch,12.0,Female,2nd,B,44.0,Lucknow,Uttar Pradesh,71.01,6.6,9.5,7.7,Yes,Yes,Yes,Low,Graduate,0.0,Social Science,Maths,Athletics,Pizza,Vegan,Artist,Cycle,Problem Solving,Public Speaking,Debate Club,Yes,17.0,2.0,3.0,,Good,Low,4.0,5.0,Average,62.0,70.0,81.0,35.0,,54.0,61.17,Pass,Average
STU12511,Anika Mall,Advika Dyal,Umang Yadav,12.0,Female,4th,,57.0,Jaipur,Maharashtra,57.92,4.5,9.5,5.6,No,Yes,Yes,High,Primary,4.0,Computer,Social Science,Volleyball,Pizza,,Engineer,Walking,Teamwork,Video Editing,Dance,Yes,14.0,23.0,0.0,47.49,Poor,High,10.0,3.0,Excellent,42.0,97.0,52.0,65.0,,,65.0,,Average
,Reyansh Rajagopalan,Emir Chauhan,Sara Sethi,14.0,Male,3rd,A,35.0,Bhopal,Telangana,79.45,2.3,6.7,3.6,No,Yes,No,Medium,Post Graduate,5.0,Social Science,Science,Football,Pizza,,IAS,Walking,Python,Communication,NCC,Yes,10.0,12.0,9.0,69.98,Good,High,5.0,6.0,Excellent,67.0,73.0,88.0,39.0,50.0,64.0,63.5,Pass,Average
STU12513,Shaan Bahl,Vritika Bhatti,Farhan Hayre,12.0,Female,11th,D,18.0,Indore,,93.07,2.8,8.6,2.4,Yes,Yes,No,,Secondary,3.0,Science,Social Science,Badminton,Paneer,Vegetarian,Engineer,Walking,Video Editing,Critical Thinking,Drama,Yes,8.0,17.0,6.0,80.82,Poor,High,2.0,4.0,Average,89.0,100.0,97.0,55.0,47.0,92.0,80.0,Pass,Good
STU12514,Alisha Jayaraman,Devansh Acharya,Biju Kala,11.0,Male,11th,D,7.0,Patna,Gujarat,93.15,,4.6,6.4,Yes,Yes,No,High,Secondary,5.0,Social Science,,Football,Paneer,Non-Vegetarian,Athlete,Private Vehicle,Problem Solving,Critical Thinking,Dance,No,1.0,9.0,12.0,61.06,Poor,Medium,6.0,8.0,Excellent,51.0,68.0,74.0,45.0,44.0,56.0,56.33,Pass,Average
STU12515,Indranil Chana,Azad Sandhu,Zaina Sandal,18.0,Female,6th,D,14.0,Delhi,Telangana,81.15,7.1,8.4,4.7,Yes,,,High,Graduate,4.0,Social Science,Computer,Badminton,Pasta,Vegetarian,Engineer,Walking,Communication,Critical Thinking,NCC,,10.0,13.0,1.0,76.68,Good,Medium,9.0,5.0,Average,37.0,99.0,95.0,48.0,,52.0,61.17,Pass,Average
STU12516,Nirvi Babu,Gokul Basak,Alia Wable,13.0,Female,10th,,30.0,Bhopal,Rajasthan,76.63,4.0,8.4,8.0,No,No,No,High,Graduate,2.0,Hindi,Science,Athletics,Pizza,Vegan,Teacher,Auto,Python,Video Editing,Drama,Yes,8.0,2.0,7.0,87.82,Average,Medium,8.0,7.0,Good,90.0,45.0,85.0,59.0,45.0,,67.0,Fail,Average
STU12517,Ishaan Issac,,Ela Bhatia,6.0,Male,12th,B,24.0,,Maharashtra,95.15,2.7,5.7,1.4,Yes,No,No,Low,Post Graduate,3.0,Computer,Hindi,Cricket,Burger,Vegetarian,IAS,Bus,,Python,Science Fair,,13.0,11.0,3.0,60.43,Good,Low,6.0,6.0,Excellent,98.0,63.0,,51.0,93.0,94.0,80.0,Fail,Good
STU12518,Chirag Mahal,Devansh Agate,Myra Shan,,Female,12th,,29.0,,Rajasthan,90.46,7.5,6.7,4.2,Yes,Yes,Yes,High,Post Graduate,0.0,English,Computer,Volleyball,Pizza,Non-Vegetarian,Artist,Walking,Public Speaking,Problem Solving,Science Fair,Yes,0.0,,2.0,82.14,Good,Medium,4.0,2.0,Excellent,,,59.0,90.0,64.0,39.0,,Pass,Average
STU12519,Rasha Iyer,Aradhya Zachariah,Anay Mahajan,18.0,Male,3rd,C,34.0,,Telangana,89.12,4.4,9.4,2.6,No,Yes,No,Medium,Post Graduate,0.0,Computer,English,Cricket,Dosa,Vegetarian,Scientist,Walking,Graphic Design,Video Editing,Science Fair,No,5.0,7.0,10.0,,Good,High,4.0,10.0,Average,47.0,52.0,36.0,37.0,65.0,94.0,55.17,Pass,Average
,Adira Chanda,Romil Sinha,Gokul Gokhale,8.0,Male,9th,A,45.0,Patna,Madhya Pradesh,65.61,1.1,8.8,9.8,No,,Yes,Low,Primary,5.0,Social Science,Maths,Badminton,,Vegetarian,Doctor,Walking,Graphic Design,Communication,Sports Club,No,3.0,2.0,11.0,47.03,Average,Low,5.0,9.0,Needs Improvement,40.0,47.0,94.0,78.0,49.0,37.0,57.5,Pass,Average
STU12521,Ira Magar,Navya Sinha,,18.0,Male,9th,D,29.0,Pune,Telangana,98.21,4.1,6.5,9.7,Yes,Yes,No,Medium,Secondary,5.0,Science,English,Basketball,Burger,,IAS,Walking,Problem Solving,Python,Music,Yes,14.0,10.0,9.0,75.1,,Medium,9.0,7.0,Average,60.0,65.0,80.0,86.0,67.0,93.0,75.17,Pass,Good
STU12522,Adah Lad,Shalv Yogi,Nehmat Raman,9.0,Male,7th,C,2.0,Delhi,Telangana,77.78,,9.1,2.6,Yes,Yes,Yes,Medium,Primary,1.0,Social Science,Social Science,Athletics,Pizza,Non-Vegetarian,Artist,Private Vehicle,Communication,Teamwork,Science Fair,Yes,13.0,15.0,8.0,51.86,Poor,Low,7.0,3.0,Excellent,86.0,78.0,87.0,96.0,89.0,79.0,85.83,Pass,Excellent
,Jayan Loke,Kaira Sha,Shaan Swamy,,Male,1st,D,60.0,Hyderabad,Uttar Pradesh,,4.6,6.2,8.1,Yes,No,No,High,Secondary,0.0,Social Science,Hindi,Hockey,Biryani,Vegetarian,Scientist,Walking,Teamwork,Leadership,Drama,,16.0,14.0,9.0,94.13,Average,Low,5.0,6.0,Needs Improvement,,35.0,,67.0,62.0,84.0,69.67,Pass,Average
STU12524,Vritika Loke,Lakshay Sura,Kabir Mandal,15.0,Female,12th,D,58.0,Delhi,Maharashtra,81.96,6.2,7.1,6.7,No,No,Yes,Medium,Graduate,3.0,Computer,Hindi,Hockey,Biryani,Vegan,,Private Vehicle,Communication,Creativity,Coding Club,Yes,,23.0,10.0,70.02,Average,High,,4.0,Average,88.0,40.0,56.0,40.0,80.0,41.0,57.5,Fail,Average
STU12525,Ahana  Gade,Lavanya Dara,Hunar Bava,11.0,Male,9th,B,49.0,Ahmedabad,Uttar Pradesh,93.07,5.5,8.7,3.3,No,Yes,Yes,High,Primary,4.0,Computer,English,,Pizza,Vegetarian,IAS,Walking,Communication,Critical Thinking,Science Fair,No,1.0,14.0,1.0,71.59,Poor,Low,6.0,5.0,Excellent,81.0,,44.0,50.0,44.0,83.0,57.17,Pass,Average
STU12526,,Madhav Kant,Pranay Grover,11.0,Female,,A,16.0,Jaipur,Madhya Pradesh,56.24,4.1,,1.0,Yes,Yes,No,Medium,Post Graduate,5.0,Computer,Science,Hockey,Burger,Vegan,Engineer,Bus,Video Editing,Teamwork,Coding Club,No,0.0,,9.0,90.73,Poor,,,1.0,,64.0,81.0,39.0,68.0,75.0,58.0,64.17,Pass,Average
STU12527,Krish Chad,,Anahita Gill,16.0,Female,10th,B,41.0,Jaipur,Uttar Pradesh,70.96,3.6,7.7,1.6,Yes,Yes,Yes,,Post Graduate,3.0,English,Computer,Athletics,Pasta,Vegetarian,Teacher,Auto,Leadership,Leadership,Science Fair,No,7.0,14.0,10.0,75.2,Average,Medium,4.0,6.0,,66.0,59.0,47.0,65.0,87.0,100.0,,Pass,Good
